Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover,
KORIAN,FR0010386334,KORI,Euronext Paris,EUR,39.96,40.28,39.8,40.02,26/11/19,CET,141994,5686815.1,
KPN KON,NL0000009082,KPN,Euronext Amsterdam,EUR,2.769,2.82,2.76,2.813,26/11/19,CET,35843885,100695451.2,
KRIEF GROUP,FR0004152700,MLKRI,Euronext Access Paris,EUR,1.13,1.13,1.13,1.13,15/11/19,CET,10,11.3,
KUMULUS VAPE,FR0013419876,MLVAP,Euronext Access Paris,EUR,3.9985,3.9985,3.9985,3.9985,22/11/19,CET,50,199.93,
L''''OREAL,FR0000120321,OR,Euronext Paris,EUR,255.3,258.7,254.2,257.3,26/11/19,CET,663745,170640263.5,
LA FONCIERE VERTE,FR0000039638,LFVE,Euronext Paris,EUR,84,84,84,84,14/11/19,CET,4,336,
LA PERLA FASHION,NL0012191662,ALPER,Euronext Growth Paris,EUR,5,5,5,5,26/11/19,CET,3,15,
LACROIX SA,FR0000066607,LACR,Euronext Paris,EUR,22.4,22.8,22.4,22.6,26/11/19,CET,1083,24589.8,
LAFARGEHOLCIM LTD,CH0012214059,LHN,Euronext Paris,EUR,47.33,47.5,47.14,47.33,26/11/19,CET,24359,1153777,
LAFUMA,FR0000035263,LAF,Euronext Paris,EUR,18,18,18,18,26/11/19,CET,27,486,
LAGARDERE S.C.A.,FR0000130213,MMB,Euronext Paris,EUR,20,20,19.7,19.78,26/11/19,CET,222934,4415613.06,
LANSON-BCC,FR0004027068,ALLAN,Euronext Growth Paris,EUR,23.4,23.8,23.4,23.8,26/11/19,CET,141,3335.4,
LATECOERE,FR0000032278,LAT,Euronext Paris,EUR,3.85,3.85,3.845,3.85,26/11/19,CET,130221,501138.4,
LAURENT-PERRIER,FR0006864484,LPE,Euronext Paris,EUR,85,85.6,84.4,85.6,26/11/19,CET,45,3829,
LAVIDE HOLDING,NL0010545679,LVIDE,Euronext Amsterdam,EUR,0.222,0.226,0.21,0.226,26/11/19,CET,3414,745.66,
LDC,FR0013204336,LOUP,Euronext Paris,EUR,112.5,113.5,112.5,113.5,26/11/19,CET,797,90007,
LE TANNEUR,FR0000075673,ALTAN,Euronext Growth Paris,EUR,2.6,2.6,2.46,2.58,19/11/19,CET,145,362.08,
LEASINVEST,BE0003770840,LEAS,Euronext Brussels,EUR,118.5,120,118,119.5,26/11/19,CET,2982,354610,
LEBON,FR0000121295,LBON,Euronext Paris,EUR,124.5,125,124.5,124.5,26/11/19,CET,16,1993,
LECTRA,FR0000065484,LSS,Euronext Paris,EUR,22.05,22.25,21.8,22.1,26/11/19,CET,42848,943216.2,
LEGRAND,FR0010307819,LR,Euronext Paris,EUR,71.88,72.6,71.5,72.2,26/11/19,CET,749659,54070913.24,
LES HOTELS BAVEREZ,FR0007080254,ALLHB,Euronext Growth Paris,EUR,63,63,63,63,25/11/19,CET,55,3465,
LESNXCONSTRUCTEURS,FR0004023208,LNC,Euronext Paris,EUR,45.8,47,45.3,47,26/11/19,CET,4071,190775.9,
LEXIBOOK LINGUIST.,FR0000033599,ALLEX,Euronext Growth Paris,EUR,1.35,1.46,1.35,1.4,26/11/19,CET,152638,213487.6,
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR,25.8,25.8,25.1,25.2,26/11/19,CET,5379,136056.6,
LISGRAFICA,PTLIG0AE0002,LIG,Euronext Lisbon,EUR,0.008,0.0085,0.008,0.0085,26/11/19,BST,5400,45.7,
LISI,FR0000050353,FII,Euronext Paris,EUR,31.4,32.75,31.4,32.7,26/11/19,CET,38658,1254801.8,
LITHO FORMAS,PTLIT0AE0005,LIT,Euronext Access Lisbon,EUR,0.001,0.001,0.001,0.001,22/11/19,BST,10,0.01,
LLEIDA,ES0105089009,ALLLN,Euronext Growth Paris,EUR,1.04,1.04,1.04,1.04,26/11/19,CET,1,1.04,
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR,47.5,49.15,47.25,49.15,26/11/19,CET,17850,866442.45,
LOCASYSTEM INTL,FR0004155208,MLLOI,Euronext Access Paris,EUR,3.5,3.5,3.5,3.5,25/8/17,CET,1,3.5,
LOGIC INSTRUMENT,FR0000044943,ALLOG,Euronext Growth Paris,EUR,0.488,0.488,0.471,0.488,25/11/19,CET,922,449.92,
LOGIS CONFORT,ES0105333001,MLLOG,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-,
LOMBARD ET MEDOT,FR0006205019,MLCAC,Euronext Access Paris,EUR,11.9,11.9,11.9,11.9,18/11/19,CET,1,11.9,
LOTUS BAKERIES,BE0003604155,LOTB,Euronext Brussels,EUR,2540,2590,2540,2590,26/11/19,CET,65,167470,
LUCASBOLS,NL0010998878,BOLS,Euronext Amsterdam,EUR,14.05,14.3,14,14.1,26/11/19,CET,6777,96122.2,
LUCIBEL,FR0011884378,ALUCI,Euronext Growth Paris,EUR,0.93,0.972,0.92,0.966,26/11/19,CET,7480,6983.54,
LUMIBIRD,FR0000038242,LBIRD,Euronext Paris,EUR,13.62,13.78,13.42,13.7,26/11/19,CET,5052,68588.14,
LUX-AIRPORT CERT,LU0092846210,LUXA,Euronext Brussels,EUR,6.38,6.38,6.38,6.38,22/11/19,CET,25,159.5,
LV4S,BE6201089735,MLV4S,Euronext Access Paris,EUR,1.28,1.28,1.28,1.28,22/11/19,CET,332,424.96,
LVMH,FR0000121014,MC,Euronext Paris,EUR,405.9,411,404.85,407.35,26/11/19,CET,574721,234317591,
LYSOGENE,FR0013233475,LYS,Euronext Paris,EUR,1.65,1.68,1.6,1.63,26/11/19,CET,14075,23028.84,
M.R.M,FR0000060196,MRM,Euronext Paris,EUR,1.5,1.5,1.5,1.5,26/11/19,CET,26667,40000.5,
M2I,FR0013270626,ALMII,Euronext Growth Paris,EUR,5.15,5.5,5.15,5.5,26/11/19,CET,2670,14352.6,
MADE,FR0010328302,MLMAD,Euronext Access Paris,EUR,5.05,5.05,5.05,5.05,25/11/19,CET,2150,10857.5,
MADVERTISE,FR0010812230,ALMNG,Euronext Growth Paris,EUR,0.448,0.448,0.439,0.447,26/11/19,CET,13334,5938.39,
MAGILLEM,FR0010827741,MLMGL,Euronext Access Paris,EUR,16,16,16,16,26/11/19,CET,3,48,
MAINSTAY MED. INT.,IE00BJYS1G50,MSTY1,Euronext Growth Dublin,EUR,2.9,2.9,2.9,2.9,25/11/19,UTC,195,565.5,
MAINSTAY MEDICAL,IE00BJYS1G50,MSTY,Euronext Paris,EUR,3.2,3.2,3.2,3.2,22/11/19,CET,380,1216,
MAIS.ANTOINE BAUD,FR0000061657,MLMAB,Euronext Access Paris,EUR,109,109,109,109,22/11/19,CET,75,8175,
MAISON CLIO BLUE,FR0011092089,MLCLI,Euronext Access Paris,EUR,2.02,2.02,2.02,2.02,11/11/19,CET,39,78.78,
MAISONS D''AUJOURD,FR0010515742,MLMAI,Euronext Access Paris,EUR,1.9,1.9,1.9,1.9,24/10/19,CET,125,237.5,
MAISONS DU MONDE,FR0013153541,MDM,Euronext Paris,EUR,12.65,12.99,12.58,12.99,26/11/19,CET,174745,2252705.8,
MAKHEIA BSA 2019,FR0013419694,MAKBT,Euronext Growth Paris,EUR,0.0009,0.0009,0.0007,0.0007,28/10/19,CET,2410,1.73,
MAKHEIA GROUP,FR0000072993,ALMAK,Euronext Growth Paris,EUR,1.26,1.26,1.26,1.26,26/11/19,CET,434,546.84,
MALIN CORP. PLC,IE00BVGC3741,MLC,Euronext Growth Dublin,EUR,4,4,3.72,3.74,26/11/19,UTC,14685,55134.95,
MALTERIES FCO-BEL.,FR0000030074,MALT,Euronext Paris,EUR,625,625,625,625,25/11/19,CET,6,3750,
MANITOU BF,FR0000038606,MTU,Euronext Paris,EUR,19.2,19.2,18.74,18.86,26/11/19,CET,17942,339489.18,
MANUTAN INTL,FR0000032302,MAN,Euronext Paris,EUR,62,62,61.4,61.4,26/11/19,CET,1815,112414.6,
MARATHON OIL CORP,US5658491064,MROIL,Traded not listed Brussels,USD,59,-,-,59,3/11/05,CET,-,-,
MAREL,IS0000000388,MAREL,Euronext Amsterdam,EUR,4.46,4.56,4.4,4.45,26/11/19,CET,93914,419153.75,
MAROC TELECOM,MA0000011488,IAM,Euronext Paris,EUR,13.55,13.7,13.55,13.7,26/11/19,CET,967,13171.55,
MARTIFER,PTMFR0AM0003,MAR,Euronext Lisbon,EUR,0.374,0.394,0.374,0.391,27/11/19,BST,45493,17565.95,
MASTRAD,FR0004155687,ALMAS,Euronext Growth Paris,EUR,0.434,0.449,0.43,0.449,26/11/19,CET,2460,1066.91,
MAUNA KEA TECH,FR0010609263,MKEA,Euronext Paris,EUR,0.918,0.939,0.918,0.928,26/11/19,CET,71341,66324.66,
MAUREL ET PROM,FR0000051070,MAU,Euronext Paris,EUR,2.59,2.61,2.585,2.61,26/11/19,CET,123688,321816.8,
MBWS,FR0000060873,MBWS,Euronext Paris,EUR,1.894,1.91,1.886,1.9,26/11/19,CET,34386,65494.26,
MBWS BSA 2022,FR0013404944,MBWBT,Euronext Paris,EUR,0.06,0.06,0.06,0.06,26/11/19,CET,89,5.34,
MBWS BSAR 2023,FR0013066313,MBWSZ,Euronext Paris,EUR,0.575,0.575,0.575,0.575,22/11/19,CET,2951,1696.83,
MCPHY ENERGY,FR0011742329,MCPHY,Euronext Paris,EUR,3.06,3.065,2.99,3,26/11/19,CET,16147,48736.4,
MDXHEALTH,BE0003844611,MDXH,Euronext Brussels,EUR,1.02,1.02,1,1.002,26/11/19,CET,46309,46584.12,
MECELEC BSA DEC19,FR0012057149,MCBS2,Euronext Growth Paris,EUR,0.0005,0.0005,0.0005,0.0005,26/11/19,CET,800,0.4,
MECELEC COMPOSITES,FR0000061244,ALMEC,Euronext Growth Paris,EUR,2.1,2.1,2.1,2.1,26/11/19,CET,301,632.1,
MEDIA 6,FR0000064404,EDI,Euronext Paris,EUR,10.4,10.5,10.4,10.5,26/11/19,CET,2001,21010.4,
MEDIA CAPITAL,PTGMC0AM0003,MCP,Euronext Lisbon,EUR,2.12,2.12,2.12,2.12,15/11/19,BST,383,811.96,
MEDIA LAB,IT0005324105,MLLAB,Euronext Access Paris,EUR,2,2,2,2,25/11/19,CET,6154,12308,
MEDIA MAKER,IT0005380438,ALKER,Euronext Growth Paris,EUR,10.22,10.22,10.2,10.2,18/10/19,CET,20,204.3,
MEDIANTECHNOLOGIES,FR0011049824,ALMDT,Euronext Growth Paris,EUR,1.64,1.78,1.64,1.73,26/11/19,CET,69683,119861.69,
MEDIAWAN,FR0013247137,MDW,Euronext Paris,EUR,9.55,9.55,9.44,9.44,26/11/19,CET,6852,64995.03,
MEDIAWAN WAR,FR0013128907,MDWBS,Euronext Paris,EUR,0.6,0.6,0.6,0.6,14/11/19,CET,1000,600,
MEDICREA INTERNAT.,FR0004178572,ALMED,Euronext Growth Paris,EUR,2.5,2.53,2.49,2.49,26/11/19,CET,424,1071.77,
MEDINCELL,FR0004065605,MEDCL,Euronext Paris,EUR,6.94,6.94,6.94,6.94,26/11/19,CET,9,62.46,
MEDIOCREDITO EUROP,IT0004844848,MLMCE,Euronext Access Paris,EUR,4.3,4.3,4.3,4.3,28/11/12,CET,100,430,
MELEXIS,BE0165385973,MELE,Euronext Brussels,EUR,66.4,67,65.85,66.05,26/11/19,CET,60113,3984440.7,
MEMSCAP REGPT,FR0010298620,MEMS,Euronext Paris,EUR,1.705,1.705,1.675,1.675,26/11/19,CET,4098,6913.49,
MERCIALYS,FR0010241638,MERY,Euronext Paris,EUR,11.96,12.02,11.88,11.88,26/11/19,CET,252526,3007471.54,
